RAUMCODE;RAUMBEZEICHNUNG
DC05E10;Schaltanlage 4
DC05E18;Institutsgang
DC05E22;Sitzungs. - Prüfungszimmer
DC05F10;Galerie/Stiege Augustin - Lab.
DC05G02;Ultraschall-Labor
DC05G22;Büro
DC05J02;Senosorik - Labor
DC05J22;Sekretariat
DC05K12;Data Sharing Room
DC05L02;Aufdampfanlage
DC05L10;Büro
DC05L16;Büro Prof.
DC05L18;Büro
DC05L20;Büro Vorstand
DC0601Z;Nebenschacht
DC0603Z;Nebenschacht
DC0604Z;Nebenschacht
DC0605M;Schacht
DC0609Y;Schleusenentlüftung
DC0610Z;Nebenschacht
DC0611K;Schacht
DC0612E;E-Schacht
DC0615K;Schacht
DC0616K;Schacht
DC0617C;Schacht
DC06A03;Röntgendiff.
DC06A04;WC Herren
DC06A07;Metallographie
DC06A08;Gang
DC06A10;Gang
DC06A11;Labor SUS 1,2
DC06A17;Röntgen
DC06A20;Gang
DC06A22;WC Damen
DC06A23;Loggia
DC06B23;Stiege 2
DC06C04;Dunkelkammer
DC06C12;Stiege 1
DC06C18;Schleuse Stiegenhaus
DC06C22;Reinigungsmaterial
DC06D04;Dunkelkammer
DC06D06;Vorraum Dunkelkammer
DC06D22;Teeküche
DC06E02;Labor Chemie
DC06E08;Institutsgang
DC06E10;Schaltanlage 3
DC06E20;Institutsgang
DC06E22;Labor
DC06F02;Labor Chemie
DC06F10;Labor
DC06G02;Labor
DC06G22;Büro Doz.
DC06H02;Labor
DC06H10;Magnetlabor
DC06H22;Büro Ass.
DC06J22;Büro Ass.
DC06K02;Transportlabor
DC06K20;Kl. Magnetlabor
DC0701Z;Nebenschacht
DC0703Z;Nebenschacht
DC0704Z;Nebenschacht
DC0705M;Schacht
DC0709Y;Schleusenentlüftung
DC0710Z;Nebenschacht
DC0711K;Schacht
DC0712E;E-Schacht
DC0715K;Schacht
DC0716K;Schacht
DC0717C;Schacht
DC07A03;Labor
DC07A04;WC Herren
DC07A07;Hf-Raum
DC07A08;Gang
DC07A10;Gang
DC07A15;Sem.R. DC rot 07
DC07A20;Institutsgang
DC07A22;WC Damen
DC07A23;Loggia
DC07B12;Aufzugsschacht
DC07B14;Aufzugsschacht
DC07B23;Stiege 2
DC07C04;Ionenfr.Kühlwasser
DC07C06;Archiv
DC07C12;Stiege 1
DC07C18;Schleuse Stiegenhaus
DC07C22;Reinigungsmaterial
DC07D02;Labor
DC07D22;Kleinküche
DC07E10;Schleuse
DC07E12;Hf-Experimente
DC07E22;Personalraum
DC07F02;Büro
DC07F08;Institutsgang
DC07F20;Institutsgang
DC07F22;Personalraum
DC07G02;Büro Ass.
DC07G10;Schaltanlage 1
DC07G16;Klimaraum
DC07G22;Büro
DC07H02;Büro Ass.
DC07H10;Labor
DC07J02;Techniker/Dissertant
DC07J22;Prüfungszimmer
DC07K10;Bibliothek U.Bes.
DC07K16;Büro Prof.
DC07K18;Büro
DC07K22;Büro
DC07L02;Büro
DC07L08;Techniker
DC0801Z;Nebenschacht
DC0805M;Schacht
DC0811K;Schacht
DC0812E;Schacht
DC0817Y;Schleusenentlüftung
DC08A09;Aufzug Maschinenraum
DC08A17;Haustechnik-Zentrale Turm C
DC08A21;Loggia
DC08B15;Stiege
DC08B23;Stiege 2
DC08C08;Fassadenputzwagen
DC08C12;Stiege 1
DC08D10;Gang
DC08E14;Niederspannungsraum
DC08G10;Gang
DC08H10;Trafo-Box
DC08J10;Trafo-Box
DC08K10;Trafo-Box
DCEG01Z;Nebenschacht
DCEG03Z;Nebenschacht
DCEG04Z;Nebenschacht
DCEG05M;Schacht
DCEG10Z;Nebenschacht
DCEG11K;Schacht
DCEG12E;E-Schacht
DCEG15K;Schacht
DCEG16K;Schacht
DCEG22K;Rauchabzugsschacht
DCEG23K;Rauchabzugsschacht
DCEG24K;Rauchabzugsschacht
DCEG25K;Schacht
DCEG26K;Schacht
DCEGA03;Eingangshalle
DCEGB11;Stiege 3
DCEGB23;Stiege 1
DCEGC12;Stiege 2
DCEGC16;Schleuse Stiegenhaus
DCEGD05;GrafZentr. - Fertiglager
DCEGD09;GrafZentr. - Lager
DCEGD15;TU.it Internet-Raum
DCEGD16;Schleuse Stiegenhaus
DCEGD19;TU.it Internet-Raum
DCEGE07;GrafZentr. - Xerox
DCEGE24;Windfang
DCEGF11;GrafZentr. - Kopierraum
DCEGH01;GrafZentr. - Zusammenlegeraum
DCEGH07;GrafZentr. - Dunkelkammer
DCEGH15;TU.it Internet-Raum
DCEGJ10;Portierloge
DCEGJ14;Telefon
DCEGJ15;TU.it Internet-Raum
DCEGK03;GrafZentr. - Maschinenraum
DCEGK04;Windfang
DCEGK08;Portier Schaltzentr.
DCEGK11;GrafZentr. - Montageraum
DCEGM11;GrafZentr. - Skriptenlager
DCEGM19;TU.it Internet-Raum
DCEGN19;WIPARK - Leitwärterraum
DCU103Z;Nebenschacht
DCU104Z;Nebenschacht
DCU105M;Schacht
DCU109Y;Schleusenentlüftung
DCU111K;Schacht
DCU112E;E-Schacht
DCU115K;Schacht
DCU116K;Schacht
DCU117C;Schacht
DCU118K;Rauchabzugssch.4.UG
DCU119K;Rauchabzugssch.3.UG
DCU120K;Rauchabzugsschacht
DCU121K;Rauchabzugsschacht
DCU122K;Rauchabzugssch.2.UG
DCU123K;Rauchabzugssch.3.UG
DCU124K;Rauchabzugssch.4.UG
DCU1A03;WC, Waschraum Damen
DCU1A05;Garderobe Damen
DCU1A11;Vorraum
DCU1A13;Garderobe Herren
DCU1A17;WIPARK - Garderobe Firma
DCU1A23;Schleuse
DCU1B02;Kryolabor Physik Tieftemp.
DCU1B08;Lager
DCU1B20;Schleuse
DCU1B23;Stiege 2
DCU1B28;Lager
DCU1B30;Gang
DCU1B32;Traforaum
DCU1C03;WC Damen
DCU1C12;Stiege 1
DCU1C18;Schleuse Stiegenhaus
DCU1C32;Traforaum
DCU1D11;Duschraum
DCU1D13;Duschraum
DCU1D17;WIPARK - Duschraum
DCU1D32;Traforaum
DCU1E23;WIPARK - Klimazentrale
DCU1E32;Traforaum
DCU1F24;Niederspannungsraum
DCU1F32;Traforaum
DCU1G32;Traforaum
DCU1J10;Aufsichtsraum
DCU1J32;Traforaum
DCU1K10;Kompressorenraum
DCU1M30;Vorraum
DCU1N30;Zahlraum Trafo
DCU1O24;Laborschaltraum
DCU205M;Schacht
DCU209Y;Schleusenentlüftung
DCU211K;Schacht
DCU212E;E-Schacht
DCU216K;Schacht
DCU217C;Schacht
DCU218K;Rauchabzugssch.4.UG
DCU219K;Rauchabzugssch.3.UG
DCU220K;Rauchabzugsschacht
DCU221K;Rauchabzugsschacht
DCU223K;Rauchabzugssch.3.UG
DCU224K;Rauchabzugssch.4.UG
DCU2A03;Klimazentrale
DCU2A04;Lager
DCU2A09;Lager
DCU2A10;Gang
DCU2A15;Lager Veranstaltungsref.
DCU2A23;Schleuse
DCU2B08;Schleuse
DCU2B10;Schleuse
DCU2B20;Schleuse
DCU2B23;Stiege 2
DCU2C12;Stiege 1
DCU2C18;Schleuse
DCU305M;Schacht
DCU309Y;Schleusenentlüftung
DCU311K;Schacht
DCU312E;E-Schacht
DCU316K;Schacht
DCU317C;Schacht
DCU318K;Rauchabzugssch.4.UG
DCU321K;Rauchabzugsschacht
DCU324K;Rauchabzugssch.4.UG
DCU3A23;Schleuse
DCU3A25;Abstellraum
DCU3B08;Schleuse
DCU3B10;Abstellraum
DCU3B20;Schleuse
DCU3B23;Stiege 2
DCU3C12;Stiege 1
DCU3C18;Schleuse Stiegenhaus
DCU405M;Schacht
DCU409Y;Schleusenentlüftung
DCU412E;E-Schacht
DCU415A;Schacht
DCU416K;Schacht
DCU417C;Schacht Schwachstr.
DCU421K;Schacht
DCU4A03;Erschütterungsarm
DCU4A04;Lager Möbel
DCU4A09;Erschütterungsarm
DCU4A15;Erschütterungsarmer Raum
DCU4A23;Schleuse
DCU4A25;Abstellraum
DCU4B08;Schleuse
DCU4B10;Abstellraum
DCU4B12;Aufzug
DCU4B14;Aufzug
DCU4B20;Schleuse
DCU4B23;Stiege 2
DCU4B24;Lager
DCU4B25;Abstellraum
DCU4C12;Stiege 1
DCU4C18;Schleuse Stiegenhaus
DCU4D16;Technikraum
DCU4O15;Lager
DD0101K;Schacht
DD0102R;Schacht
DD0104K;Schacht
DD0105K;Schacht
DD0106K;Schacht
DD0107K;Schacht
DD0108K;Schacht
DD0109D;Schwachstromvert.R.
DD0110K;Schacht
DD0111R;Schacht
DD0112Z;Schacht
DD0117R;Schacht
DD0118R;Schacht
DD0120K;Schacht
DD0121K;Schacht
DD0122K;Schacht
DD0124E;Schwachstromsteigsch
DD0125E;Starkstromvert.Sch.
DD0126K;Schacht
DD01A13;EDV-Verteiler, Schwachstrom
DD01B04;Büro
DD01B06;Medienraum
DD01B08;2 WC Herren
DD01B12;Abstellraum
DD01B13;Info-Magazin
DD01B16;Büro
DD01C08;1 WC Damen
DD01C09;Vorraum
DD01C10;Stiege 1
DD01D04;Informat.Vermittlung
DD01D06;Gang
DD01D07;Kopierraum
DD01D08;Putzraum
DD01D09;WC Behinderte
DD01E04;Freihandber.Kataloge
DD01N10;Stiege 2
DD0201K;Schacht
DD0202R;Schacht
DD0204K;Schacht
DD0205K;Schacht
DD0206K;Schacht
DD0208K;Schacht
DD0209D;Schwachstromvert.R.
DD0210K;Schacht
DD0211R;Schacht
DD0212Z;Schacht
DD0217R;Schacht
DD0218R;Schacht
DD0220K;Schacht
DD0221K;Schacht
DD0222K;Schacht
DD0224E;Starkstromsteigsch.
DD0225E;Starkstromvert.Sch.
DD0226K;Schacht
DD02A13;EDV-Verteiler, Schwachstrom
DD02B04;Zeitschriften-Refer.
DD02B06;Lager (Zeitschriften)
DD02B08;2 WC Herren
DD02B12;Abstellraum
DD02B13;Lager f.Normen/Patente
DD02B17;Büro
DD02C08;2 WC Damen
DD02C09;Vorraum
DD02C10;Stiege 1
DD02C14;Manipulationsraum
DD02D08;Putzraum
DD02D09;WC Behinderte
DD02E04;Freihandber.Zeitschr.
DD02N10;Stiege 2
DD0301K;Schacht
DD0302R;Schacht
DD0304K;Schacht
DD0305K;Schacht
DD0306K;Schacht
DD0308K;Schacht
DD0309D;Schwachstromvert.R.
DD0310K;Schacht
DD0311R;Schacht
DD0312Z;Schacht
DD0317R;Schacht
DD0318R;Schacht
DD0320K;Schacht
DD0321K;Schacht
DD0322K;Schacht
DD0324E;Starkstromsteigsch.
DD0325E;Starkstromvert.Sch.
DD0326K;Schacht
DD03A13;EDV-Verteiler, Schwachstrom
DD03B04;Arbeitsraum
DD03B07;Besprechungsraum
DD03B08;2 WC Herren
DD03B12;Abstellraum
DD03B13;Lager
DD03B15;Sanitätsraum
DD03B17;Büro
DD03C08;1 WC Damen
DD03C09;Vorraum
DD03C10;Stiege 1
DD03C14;Manipulationsraum
DD03C16;Kopierraum
DD03D07;Archiv
DD03D08;Putzraum
DD03D09;WC Behinderte
DD03E04;Freihandber.Zeitschr./Bücher
DD03N10;Stiege 2
DD0401K;Schacht
DD0402R;Schacht
DD0404K;Schacht
DD0405K;Schacht
DD0406K;Schacht
DD0408K;Schacht
DD0409D;Schwachstromvert.R.
DD0410K;Schacht
DD0411R;Schacht
DD0412Z;Schacht
DD0417R;Schacht
DD0418R;Schacht
DD0420K;Schacht
DD0421K;Schacht
DD0422K;Schacht
DD0424E;Starkstromsteigsch.
DD0425E;Starkstromvert.Sch.
DD0426K;Schacht
DD04A13;EDV-Verteiler, Schwachstrom
DD04B04;Behindertenvertrauensperson
DD04B06;Besprechungsraum
DD04B08;2 WC Herren
DD04B12;Abstellraum
DD04B13;Lager
DD04B15;Personalvertretung
DD04B17;Fachreferenten
DD04C04;Behindertenbeauftragte
DD04C05;Gang
DD04C08;1 WC Damen
DD04C09;Vorraum
DD04C10;Stiege 1
DD04C14;Manipulationsraum
DD04C16;Kopierraum
DD04D06;VIP Arbeitsplatz
DD04D08;Putzraum
DD04D09;WC Behinderte
DD04E04;Freihandber.Bücher
DD04N10;Stiege 2
DD0501K;Schacht
DD0502R;Schacht
DD0504K;Schacht
DD0505K;Schacht
DD0506K;Schacht
DD0508K;Schacht
DD0509D;Schwachstromvert.R.
DD0510K;Schacht
DD0511R;Schacht
DD0512Z;Schacht
DD0517R;Schacht
DD0518R;Schacht
DD0520K;Schacht
DD0521K;Schacht
DD0522K;Schacht
DD0524E;Starkstromsteigsch.
DD0525E;Starkstromvert.Sch.
DD0526K;Schacht
DD05A13;EDV-Verteiler, Schwachstrom
DD05B04;Vortragsraum 2
DD05B07;Lager
DD05B08;2 WC Herren
DD05B12;Technik
DD05B15;Besprechungsraum
DD05B17;Büro
DD05C08;1 WC Damen
DD05C10;Stiege 1
DD05D07;Foyer/Garderobe
DD05D08;Putzraum
DD05D09;WC Behinderte
DD05E04;Vortragsraum 1
DD05E11;Freihandbereich
DD05G04;Büro
DD05H04;Arbeitsraum 1
DD05K04;Arbeitsraum 2
DD05L04;Arbeitsraum 3
DD05N04;Arbeitsraum 4
DD05N10;Stiege 2
DD0601K;Schacht
DD0602R;Schacht
DD0604K;Schacht
DD0605K;Schacht
DD0606K;Schacht
DD0608K;Schacht
DD0609D;Schwachstromvert.R.
DD0610K;Schacht
DD0611R;Schacht
DD0612Z;Schacht
DD0614A;Bücheraufzug
DD0617R;Schacht
DD0618R;Schacht
DD0620K;Schacht
DD0621K;Schacht
DD0622K;Schacht
DD0624E;Starkstromsteigsch.
DD0625E;Starkstromvert.Sch.
DD0626K;Schacht
DD06A13;EDV-Verteiler, Schwachstrom
DD06B04;Büro
DD06B06;2 WC Herren
DD06B08;2 WC Damen
DD06B09;Waschraum Damen
DD06B12;Abstellraum
DD06B13;Lager
DD06B15;Sozialraum, Küche
DD06C06;Waschraum Herren
DD06C07;Putzraum
DD06C08;Dusche Herren
DD06C09;Dusche Damen
DD06C10;Stiege 1
DD06C14;Gang
DD06D04;Büro
DD06D07;Umkleideraum-Herren
DD06D08;Umkleideraum-Damen
DD06E14;Bücheraufzug
DD06E16;Büro, Arbeitsraum
DD06F04;Katalogisierung 3
DD06F07;Lager 3
DD06F10;Lager 4
DD06F12;Buchbinderei, Büro
DD06H04;Katalogisierung 2
DD06H07;Lager 2
DD06H10;Lager 5
DD06H15;Sekretariat
DD06J15;Rechnungsstelle
DD06K07;Lager 1
DD06K10;Archiv
DD06L04;Katalogisierung 1
DD06L15;Büro
DD06N04;Büro
DD06N10;Stiege 2
DD06N14;Sekretariat Buchhaltung
DD06O10;Vorraum / Wartebereich
DD06O14;Bibliotheksdirektor
DD06P04;Erwerbungsabt. 2
DD06P06;Erwerbungsabt. 1
DD0701K;Schacht
DD0702R;Schacht
DD0704K;Schacht
DD0705K;Schacht
DD0706K;Schacht
DD0708K;Schacht
DD0709D;Schacht
DD0710K;Schacht
DD0711R;Schacht
DD0717R;Schacht
DD0718R;Schacht
DD0720K;Schacht
DD0721K;Schacht
DD0722K;Schacht
DD0724E;Starkstromsteigsch.
DD0725E;Starkstromvert.Sch.
DD0726K;Schacht
DD07A13;Schwachstrom
DD07B04;Lüftungszentrale
DD07C10;Stiege 1
DD07D12;Aufzug Maschinenraum 1
DD07N10;Stiege 2
DDDG04K;Schacht
DDDG05K;Schacht
DDDG06K;Schacht
DDDG08K;Schacht
DDDG09D;Schacht
DDDG10K;Schacht
DDDG11R;Schacht
DDDG17R;Schacht
DDDG18R;Schacht
DDDG19R;Schacht
DDDG20K;Schacht
DDDG21K;Schacht
DDDG22K;Schacht
DDDG24E;Starkstromsteigsch.
DDDG25E;Starkstromvert.Sch.
DDDG26K;Schacht
DDDGB06;Dachterrasse
DDDGM11;Aufzug Maschinenraum Stg 2
DDDGN10;Stiege 2 und Gang
DDDGO12;Stiege
DDEG01K;Schacht
DDEG02R;Schacht
DDEG03K;Schacht
DDEG04K;Schacht
DDEG05K;Schacht
DDEG06K;Schacht
DDEG07K;Schacht
DDEG08Z;Schacht
DDEG09D;Schwachstromvert.R.
DDEG10K;Schacht
DDEG11R;Schacht
DDEG12Z;Schacht
DDEG17R;Schacht
DDEG18R;Schacht
DDEG19R;Schacht
DDEG20K;Schacht
DDEG21K;Schacht
DDEG22K;Schacht
DDEG24E;Starkstromsteigsch.
DDEG25E;Starkstromvert.Sch.
DDEG26K;Schacht
DDEG28R;Schacht
DDEGA08;LMZ Buchhandlung WC
DDEGA13;EDV-Verteiler, Schwachstrom
DDEGB04;Freiraum, Garderobe
DDEGB08;LMZ Buchhandlung Garderobe
DDEGB09;2 WC Herren
DDEGB16;Gang
DDEGC04;Stiege
DDEGC08;Vorraum
DDEGC10;Stiege 1, Gang
DDEGC14;Abstellraum
DDEGD08;WC Behinderte
DDEGD09;1 WC Damen
DDEGD10;Putzraum
DDEGD15;Lehrbuchsammlung
DDEGD18;Leseraum
DDEGE10;Zugangs Bereich
DDEGE13;Auskunft
DDEGH04;Windfang
DDEGL04;LMZ Buchhandlung
DDEGN10;Stiege 2
DDU101R;Schacht
DDU102R;Schacht
DDU103K;Schacht
DDU104K;Schacht
DDU105K;Schacht
DDU106K;Schacht
DDU107K;Schacht
DDU108K;Schacht
DDU109D;Schwachstromvert.R.
DDU110K;Schacht
DDU111R;Schacht
DDU117R;Schacht
DDU118R;Schacht
DDU119R;Schacht
DDU120K;Schacht
DDU121K;Schacht
DDU122K;Schacht
DDU124E;Starkstromsteigsch.
DDU125E;Starkstromvert.Sch.
DDU128R;Schacht
DDU129R;Schacht
DDU130K;Schacht
DDU1B04;Garderobe
DDU1B12;Abstellraum
DDU1B13;Umkleideraum 1
DDU1B14;Dusche 1
DDU1B15;Magazin 1A
DDU1C10;Stiege 1
DDU1C13;Umkleideraum 2
DDU1C14;Dusche 2
DDU1E01;Magazin 1B
DDU1L04;Stiege
DDU1L11;Wasseraufbereitung
DDU1N10;Stiege 2
DDU1O10;Lager LMZ Buchhandlung
DDU201R;Schacht
DDU202R;Schacht
DDU203K;Schacht
DDU204K;Schacht
DDU205K;Schacht
DDU206K;Schacht
DDU207K;Schacht
DDU208K;Schacht
DDU209D;Schwachstromvert.R.
DDU210K;Schacht
DDU211R;Schacht
DDU217R;Schacht
DDU219R;Schacht
DDU220K;Schacht
DDU221K;Schacht
DDU222K;Schacht
DDU224E;Starkstromsteigsch.
DDU225E;Starkstromvert.Sch.
DDU228R;Schacht
DDU229R;Schacht
DDU230K;Schacht
DDU2B07;Installationsgang
DDU2B08;Werkstatt
DDU2B12;Putzraum/Abstellraum
DDU2B14;Magazin 2A
DDU2B16;Installationsgang
DDU2C10;Stiege 1
DDU2L01;Niederspannungshauptverteiler
DDU2L04;Stiege
DDU2L05;Beobacht.R.Pulslabor
DDU2N04;Gang
DDU2N10;Stiege 2
DDU2O04;Magazin 2B
DDU301R;Schacht
DDU302R;Schacht
DDU303K;Haustechnikschacht
DDU304K;Schacht
DDU305K;Schacht
DDU306K;Schacht
DDU307K;Schacht
DDU308K;Schacht
DDU309D;Schwachstromvert.R.
DDU310K;Schacht
DDU311R;Schacht
DDU317R;Schacht
DDU319R;Schacht
DDU320K;Schacht
DDU321K;Schacht
DDU322K;Schacht
DDU324E;Starkstromsteigsch.
DDU325E;Starktromverteil.Sch
DDU328R;Schacht
DDU329R;Schacht
DDU3A01;Heliumlager
DDU3A03;Gang
DDU3B08;Lager
DDU3B10;Abstellraum
DDU3B12;Putzraum
DDU3B14;Magazin 3
DDU3C03;Niederspannungsraum
DDU3C10;Stiege 1
DDU3D13;Aufzug bei Stg 1
DDU3E14;Bücheraufzug
DDU3F01;Pulslabor
DDU3L01;Lkw-Ladeplatz
DDU3L04;Schleuse
DDU3L05;Altpapierlager
DDU3M10;Abstellraum
DDU3M11;Aufzug bei Stg 2
DDU3N01;Hauptvert.-Heizung
DDU3N10;Stiege 2
DE0101;Bibliothek
DE0102;Projektraum IEMAR 1/259
DE0103;Stiege
DE0103A;Vorraum Stiegenhaus
DE0107;WC Herren
DE0107A;WC Behinderte
DE0107B;Gang
DE0110;Büro
DE0111;Teeküche
DE0113;Büro
DE0116;Büro
DE0119;Büro
DE0122;Büro
DE0123;Büro
DE0126;Büro
DE0127;Archiv
DE0130;Büro Ass.
DE0134;Labor
DE0135;Vorraum
DE0139;Lager
DE0140;Labor
DE0141;WC Damen
DE0141A;Vorraum
DE0143;Stiege
DE0152A;Technikschacht
DE0154;Rechnerraum
DE0158;Büro
DE0164;Büro
DE0168;Büro
DE0172;Büro
DE0201;Büro
DE0202;Sitzungszimmer
DE0203;Stiege
DE0203A;Vorraum Stiege
DE0206;Büro Ass.
DE0207;WC Herren
DE0207A;WC Behinderte
DE0207B;Gang
DE0210;Büro Ass.
DE0211;Büro Ass.
DE0213A;Gang
DE0215;Büro Ass.
DE0216;Labor
DE0219;Büro Ass.
DE0223;Büro Ass.
DE0224;Büro Ass.
DE0227;Büro Ass.
DE0228;Techniker
DE0232;Büro Ass.
DE0236;Sekretariat
DE0240;Büro Prof.
DE0241;WC Damen
DE0241A;Abstellraum
DE0243;Stiege
DE0252;Serverraum
DE0252A;Technikschacht
DE0254;Teeküche
DE0254A;Druckerraum
DE0258;Bibliothek
DE0264;Büro Ass.
DE0270;Büro Ass.
DE0274;Abstellraum
DE0301;Abstellraum/Labor
DE0302;Labor/Praktikum
DE0303;Stiege
DE0303A;Vorraum
DE0307;WC Herren
DE0307A;WC Behinderte
DE0307B;Gang
DE0310;Büro Ass.
DE0314;Büro Ass.
DE0315;Büro Ass.
DE0319;Büro Ass.
DE0320;Büro Ass.
DE0323;Büro Ass.
DE0324;Büro Ass.
DE0327;Büro Ass.
DE0328;Bibliothek
DE0336;Sekretariat
DE0340;Büro Prof.
DE0341;WC Damen
DE0341A;Abstellraum
DE0343;Stiege
DE0352;Küche
DE0352A;Technikschacht
DE0354;Rechnerraum
DE0354A;Druckerraum
DE0358;Techniker
DE0364;Labor
DE0374;Lager
DE0401;Büro
DE0401A;Teeküche
DE0402;Büro
DE0402A;Gang
DE0403;Stiege
DE0403A;Vorraum Stiege
DE0406;Büro
DE0407;WC Herren
DE0407A;WC Behinderte
DE0407B;Gang
DE0410;Büro
DE0411;Büro
DE0413A;Gang
DE0414;Büro
DE0415;Büro
DE0418;Büro
DE0419;Büro
DE0422;Feldbuslabbor
DE0423;Büro
DE0427;Büro
DE0428;Büro
DE0432;Büro
DE0436;Sekretariat
DE0440;Bespr., Bibliothek
DE0441;WC Damen
DE0441A;Abstellraum
DE0443;Stiege
DE0452;Küche
DE0452A;Technikschacht
DE0454;Rechnerraum
DE0456;Büro
DE0462;Labor
DE0466;Büro
DE0470;EDV-Labor
DEDG02;Dachterrasse
DEDG03;Stiege
DEDG03A;Vorraum Stiege
DEDG04A;Aufzug Maschinenraum
DEDG07;WC Behinderte
DEDG07A;WC Damen
DEDG07B;Gang
DEDG09;WC Herren
DEDG09A;Waschraum
DEDG11;Büro
DEDG19;Büro
DEDG23;Büro
DEDG27;Besprechungsraum
DEDG41;WC
DEDG43;Stiege
DEDG52;Lüftungszentrale
DEDG54;Server
DEDG54A;Server
DEDG54B;Server
DEDG58;Büro
DEDG62;Büro
DEDG66;Seminarraum IFM
DEEG01;Abstellraum
DEEG02;Eingangsbereich
DEEG02A;Stiege
DEEG02B;Abstellraum
DEEG05;Elektroraum
DEEG05A;Stiege
DEEG06A;Vorraum
DEEG07;1 WC, Waschraum Herren
DEEG07A;Gang
DEEG07B;1 WC, Waschraum Damen
DEEG07C;WC Behinderte
DEEG09;WC Damen
DEEG11;Abstellraum
DEEG15;Logengang Links
DEEG16;Galerie
DEEG20;Logengang Rechts
DEEG36;Gang
DEEG38;Stiege
DEEG39;Seminarraum Techn. Informatik
DEEG40;Stiege
DEEG41;WC
DEEG43;Stiege
DEEG46;Vorraum Ausgang
DEEG56;Stiege
DEEG60;Schacht
DEEG62;Gang Links
DEEG74;Gang
DEU101;Stiege / Gang
DEU102;Abstellraum
DEU102A;Stiege / Gang
DEU103;2 WC, Waschraum Herren
DEU104A;Aufzugsschacht / Auffanggrube
DEU106;Gang Vorraum
DEU107;2 WC, Waschraum Damen
DEU111;Abstellraum
DEU116;Informatikhörsaal
DEU118;Abstellraum
DEU129;Gang, Stiege ins EG
DEU138;Stiege ins EG
DEU143;Stiege
DEU146;WC
DEU154;Garderobe
DEU156;Stiege
DEU238;Kollektorgang HKLS
DEU241;Heizraum
DEU243;Stiege
DEU246;Abstellraum
DEU250;Garderobe
DEU256;Stiege
DEU343;Stiege
DEU374;Wasserzähler
DEZE01;Strv Informatik
DEZE02;Strv Informatik
DEZE03;Stiege
DEZE03A;Gang bei Stiegenhaus
DEZE04;Strv Informatik
DEZE07;WC Herren
DEZE07A;WC Behinderte
DEZE07B;Gang
DEZE08;Strv Informatik
DEZE11;TU.it Internet-Raum
DEZE12;Strv Informatik
DEZE16;Strv Informatik
DEZE19A;Gang
DEZE24;TILAB Raum 1
DEZE31;Gang
DEZE32;TILAB Raum 2
DEZE40;TILAB Raum 3
DEZE41;WC Damen
DEZE43;Stiege
DEZE52A;Technikschacht
DEZE54;EDV-Verteiler
DEZE58;Server
DEZE58A;Küche
DEZE60;Büro
DEZE64;TILAB Raum 4
DEZE72;TILAB Raum 5
DF0101;Büro
DF0105;1 WC Behinderte
DF0106;Büro Bio-Med
DF0106A;Gang
DF0107;Stiege 1
DF0107A;Haustechnikschacht
DF0107B;Haustechnikschacht
DF0107C;Gang
DF0107D;Aufzug
DF0110;Büro
DF0111;1 WC Herren
DF0111A;Reinigungsmaterial
DF0113;1 WC Damen
DF0113A;Vorraum
DF0114;Büro
DF0115;Teeküche
DF0118;Büro
DF0119;Stiege 2
DF0121;EDV-Verteiler
DF0122;Büro
DF0123;Serverraum
DF0124;Büro
DF0125;Abstellraum
DF0128;Büro
DF0132;Seminarraum Operng.11/01
DF0201;Arbeitsraum 1/2 Operngasse
DF0202;Arbeitsraum 2/2 Operngasse
DF0205;2 WC, Vorraum
DF0206A;Gang
DF0207;Stiege 1
DF0207A;Haustechnikschacht
DF0207B;Haustechnikschacht
DF0207D;Aufzug
DF0208;Besprechungsraum
DF0211;1 WC Behinderte
DF0211A;1 WC
DF0211B;Reinigungsnische
DF0212;Büro
DF0215;Teeküche
DF0217;Büro
DF0218;Büro
DF0219;Stiege 2
DF0221;Büro
DF0221A;Gang
DF0222;Büro
DF0223;Büro
DF0228;Büro
DF0232;Büro
DF0234;Büro
DF0238;Büro
DF0301;Büro
DF0302;Büro
DF0305;1 WC, Waschraum Herren
DF0306A;Gang
DF0307;Stiege 1
DF0307A;Haustechnikschacht
DF0307B;Haustechnikschacht
DF0307D;Aufzug
DF0308;Büro
DF0311;1 WC Herren
DF0311A;Reinigungsmaterial
DF0312;Büro
DF0313;1 WC Damen
DF0313A;Vorraum
DF0315;Sozialraum, Küche
DF0315A;1 WC Behinderte
DF0319;Stiege 2
DF0320;Büro
DF0321;Besprechungsraum
DF0324;Büro
DF0328;Büro NOC
DF0332;Teeküche
DF0334;Besprechungsraum
DF0401;Büro
DF0402;Büro
DF0405;1 WC Behinderte
DF0406A;Gang
DF0407;Stiege 1
DF0407A;Haustechnikschacht
DF0407B;Haustechnikschacht
DF0407D;Aufzug
DF0408;Büro
DF0410;Büro
DF0411;1 WC Herren
DF0411A;Reinigungsmaterial
DF0413;1 WC Damen
DF0413A;Vorraum
DF0415;Sozialraum, Küche
DF0418;Büro
DF0419;Stiege 2
DF0420;Büro
DF0421;Büro
DF0421A;Gang
DF0424;Büro
DF0425A;Abstellraum
DF0428;Büro
DF0430;Büro
DF0432;Büro
DF0438;Büro
DF0501;Büro
DF0502;TU.it Abt.-Leiter
DF0503;Büro
DF0504A;Gang
DF0505;1 WC Herren
DF0505A;1 WC Damen
DF0506;Büro
DF0507;Stiege 1
DF0507A;Haustechnikschacht
